,node_index,node_name,node_source,node_id,node_type
46345,46345,negative regulation of ceramide biosynthetic process,GO,1900060,biological_process
46346,46346,positive regulation of ceramide biosynthetic process,GO,2000304,biological_process
46356,46356,negative regulation of heart contraction,GO,45822,biological_process
46361,46361,regulation of signal transduction by p53 class mediator,GO,1901796,biological_process
46368,46368,negative regulation of gene silencing by miRNA,GO,60965,biological_process
46375,46375,cell-cell adhesion,GO,98609,biological_process
46378,46378,lymphocyte differentiation,GO,30098,biological_process
46379,46379,gastric acid secretion,GO,1696,biological_process
46387,46387,folic acid metabolic process,GO,46655,biological_process
46397,46397,regulation of I-kappaB kinase/NF-kappaB signaling,GO,43122,biological_process
46403,46403,regulation of small GTPase mediated signal transduction,GO,51056,biological_process
46406,46406,regulation of TOR signaling,GO,32006,biological_process
46414,46414,regulation of glucagon secretion,GO,70092,biological_process
46471,46471,homeostasis of number of cells,GO,48872,biological_process
46483,46483,regulation of natural killer cell activation,GO,32814,biological_process
46503,46503,positive regulation of viral entry into host cell,GO,46598,biological_process
46529,46529,BMP signaling pathway,GO,30509,biological_process
46531,46531,Notch signaling pathway,GO,7219,biological_process
46533,46533,activin receptor signaling pathway,GO,32924,biological_process
46534,46534,transforming growth factor beta receptor signaling pathway,GO,7179,biological_process
46537,46537,triglyceride homeostasis,GO,70328,biological_process
46539,46539,glucose homeostasis,GO,42593,biological_process
46540,46540,lipid homeostasis,GO,55088,biological_process
46570,46570,"transcription, DNA-templated",GO,6351,biological_process
46576,46576,postsynaptic modulation of chemical synaptic transmission,GO,99170,biological_process
46622,46622,antigen processing and presentation of peptide antigen,GO,48002,biological_process
46625,46625,positive regulation of killing of cells of other organism,GO,51712,biological_process
46630,46630,regulation of cholesterol transporter activity,GO,60694,biological_process
46638,46638,regulation of histone methylation,GO,31060,biological_process
46647,46647,inner ear development,GO,48839,biological_process
46648,46648,epidermis development,GO,8544,biological_process
46674,46674,cellular response to reactive oxygen species,GO,34614,biological_process
46693,46693,myelination,GO,42552,biological_process
46706,46706,canonical Wnt signaling pathway,GO,60070,biological_process
46724,46724,negative regulation of osteoclast differentiation,GO,45671,biological_process
46725,46725,positive regulation of protein localization to nucleus,GO,1900182,biological_process
46730,46730,positive regulation of cyclin-dependent protein serine/threonine kinase activity,GO,45737,biological_process
46734,46734,cell adhesion mediated by integrin,GO,33627,biological_process
46767,46767,cellular response to cytokine stimulus,GO,71345,biological_process
46768,46768,positive regulation of lipid transporter activity,GO,110113,biological_process
46772,46772,transport across blood-brain barrier,GO,150104,biological_process
46796,46796,negative regulation of endothelial cell proliferation,GO,1937,biological_process
46806,46806,T cell costimulation,GO,31295,biological_process
46811,46811,negative regulation of cytokine production involved in immune response,GO,2719,biological_process
46816,46816,positive regulation of tissue remodeling,GO,34105,biological_process
46817,46817,positive regulation of cellular extravasation,GO,2693,biological_process
46818,46818,positive regulation of T cell migration,GO,2000406,biological_process
46870,46870,proteoglycan biosynthetic process,GO,30166,biological_process
46874,46874,response to estrogen,GO,43627,biological_process
46877,46877,response to leptin,GO,44321,biological_process
46889,46889,killing by host of symbiont cells,GO,51873,biological_process
46893,46893,primary miRNA processing,GO,31053,biological_process
46910,46910,adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway,GO,7193,biological_process
46911,46911,phospholipase C-activating G protein-coupled receptor signaling pathway,GO,7200,biological_process
46923,46923,regulation of tyrosine phosphorylation of STAT protein,GO,42509,biological_process
46938,46938,manganese ion transport,GO,6828,biological_process
46949,46949,energy reserve metabolic process,GO,6112,biological_process
46956,46956,adherens junction organization,GO,34332,biological_process
46960,46960,response to mechanical stimulus,GO,9612,biological_process
46963,46963,negative regulation of intrinsic apoptotic signaling pathway,GO,2001243,biological_process
46999,46999,biological process involved in interaction with symbiont,GO,51702,biological_process
47011,47011,positive regulation of cell death,GO,10942,biological_process
47024,47024,regulation of protein kinase A signaling,GO,10738,biological_process
47029,47029,myoblast differentiation,GO,45445,biological_process
47064,47064,protein deubiquitination,GO,16579,biological_process
47066,47066,protein ubiquitination,GO,16567,biological_process
47093,47093,negative regulation of production of miRNAs involved in gene silencing by miRNA,GO,1903799,biological_process
47119,47119,regulation of cell size,GO,8361,biological_process
47126,47126,establishment of endothelial barrier,GO,61028,biological_process
47128,47128,"CD4-positive, alpha-beta T cell differentiation",GO,43367,biological_process
47164,47164,regulation of toll-like receptor 9 signaling pathway,GO,34163,biological_process
47231,47231,positive regulation of interleukin-1 production,GO,32732,biological_process
47232,47232,regulation of interleukin-1 beta production,GO,32651,biological_process
47239,47239,carnitine metabolic process,GO,9437,biological_process
47242,47242,cytokine-mediated signaling pathway,GO,19221,biological_process
47283,47283,bile acid and bile salt transport,GO,15721,biological_process
47300,47300,negative regulation of protein catabolic process,GO,42177,biological_process
47308,47308,negative regulation of locomotion,GO,40013,biological_process
47353,47353,regulation of endothelial cell apoptotic process,GO,2000351,biological_process
47355,47355,positive regulation of epithelial cell apoptotic process,GO,1904037,biological_process
47378,47378,epidermal growth factor receptor signaling pathway,GO,7173,biological_process
47382,47382,positive regulation of smooth muscle contraction,GO,45987,biological_process
47462,47462,negative regulation of neuron death,GO,1901215,biological_process
47543,47543,regulation of protein ADP-ribosylation,GO,10835,biological_process
47547,47547,positive regulation of transforming growth factor beta3 production,GO,32916,biological_process
47559,47559,positive regulation of cysteine-type endopeptidase activity involved in apoptotic process,GO,43280,biological_process
47564,47564,prostaglandin secretion,GO,32310,biological_process
47585,47585,intrinsic apoptotic signaling pathway in response to DNA damage,GO,8630,biological_process
47602,47602,regulation of neuron death,GO,1901214,biological_process
47622,47622,positive regulation of fatty acid beta-oxidation,GO,32000,biological_process
47633,47633,detection of biotic stimulus,GO,9595,biological_process
47671,47671,negative regulation of B cell apoptotic process,GO,2903,biological_process
47672,47672,positive regulation of B cell apoptotic process,GO,2904,biological_process
47676,47676,antigen processing and presentation of peptide antigen via MHC class I,GO,2474,biological_process
47682,47682,positive regulation of wound healing,GO,90303,biological_process
47683,47683,positive regulation of cell-substrate adhesion,GO,10811,biological_process
47685,47685,regulation of fibroblast migration,GO,10762,biological_process
47704,47704,regulation of T cell migration,GO,2000404,biological_process
47716,47716,extrinsic apoptotic signaling pathway via death domain receptors,GO,8625,biological_process
47733,47733,response to cytokine,GO,34097,biological_process
47737,47737,regulation of NK T cell differentiation,GO,51136,biological_process
47754,47754,positive regulation of myeloid cell apoptotic process,GO,33034,biological_process
47767,47767,cell differentiation in hindbrain,GO,21533,biological_process
47778,47778,cell-cell junction organization,GO,45216,biological_process
47784,47784,cell cycle,GO,7049,biological_process
47807,47807,cell adhesion,GO,7155,biological_process
47818,47818,positive regulation of hair follicle development,GO,51798,biological_process
47821,47821,response to linoleic acid,GO,70543,biological_process
47828,47828,muscle hypertrophy,GO,14896,biological_process
47829,47829,cellular response to virus,GO,98586,biological_process
47831,47831,respiratory burst involved in defense response,GO,2679,biological_process
47844,47844,sphingolipid biosynthetic process,GO,30148,biological_process
47884,47884,regulation of astrocyte activation,GO,61888,biological_process
47885,47885,positive regulation of neuroinflammatory response,GO,150078,biological_process
47893,47893,regulation of low-density lipoprotein particle clearance,GO,10988,biological_process
47900,47900,protein autophosphorylation,GO,46777,biological_process
47901,47901,peptidyl-serine phosphorylation,GO,18105,biological_process
47902,47902,peptidyl-threonine phosphorylation,GO,18107,biological_process
47903,47903,peptidyl-tyrosine phosphorylation,GO,18108,biological_process
47937,47937,response to heat,GO,9408,biological_process
47945,47945,positive regulation of protein localization to plasma membrane,GO,1903078,biological_process
48023,48023,regulation of response to osmotic stress,GO,47484,biological_process
48044,48044,ossification,GO,1503,biological_process
48057,48057,positive regulation of TOR signaling,GO,32008,biological_process
48071,48071,positive regulation of membrane permeability,GO,1905710,biological_process
48083,48083,positive regulation of gene silencing by miRNA,GO,2000637,biological_process
48102,48102,negative regulation of neuron apoptotic process,GO,43524,biological_process
48112,48112,positive regulation of dendritic cell cytokine production,GO,2732,biological_process
48116,48116,mitotic cell cycle,GO,278,biological_process
48135,48135,positive regulation of cardiac muscle hypertrophy,GO,10613,biological_process
48144,48144,regulation of endothelial cell proliferation,GO,1936,biological_process
48164,48164,response to virus,GO,9615,biological_process
48170,48170,synapse assembly,GO,7416,biological_process
48171,48171,neuromuscular junction development,GO,7528,biological_process
48175,48175,negative regulation of myoblast differentiation,GO,45662,biological_process
48182,48182,liver development,GO,1889,biological_process
48186,48186,astrocyte cell migration,GO,43615,biological_process
48206,48206,T-helper cell differentiation,GO,42093,biological_process
48207,48207,positive regulation of calcium ion import,GO,90280,biological_process
48208,48208,regulation of ER to Golgi vesicle-mediated transport,GO,60628,biological_process
48244,48244,cell-cell adhesion via plasma-membrane adhesion molecules,GO,98742,biological_process
48245,48245,dopaminergic neuron differentiation,GO,71542,biological_process
48248,48248,generation of precursor metabolites and energy,GO,6091,biological_process
48252,48252,negative regulation of protein processing,GO,10955,biological_process
48263,48263,nodal signaling pathway,GO,38092,biological_process
48270,48270,sphingosine metabolic process,GO,6670,biological_process
48284,48284,regulation of branching involved in salivary gland morphogenesis,GO,60693,biological_process
48285,48285,positive regulation of extrinsic apoptotic signaling pathway,GO,2001238,biological_process
48293,48293,neuron apoptotic process,GO,51402,biological_process
48326,48326,heterotypic cell-cell adhesion,GO,34113,biological_process
48352,48352,regulation of cAMP-dependent protein kinase activity,GO,2000479,biological_process
48381,48381,"regulation of synaptic transmission, glutamatergic",GO,51966,biological_process
48396,48396,regulation of bicellular tight junction assembly,GO,2000810,biological_process
48409,48409,negative regulation of transforming growth factor beta receptor signaling pathway,GO,30512,biological_process
48424,48424,astrocyte activation,GO,48143,biological_process
48436,48436,regulation of endosomal vesicle fusion,GO,1905364,biological_process
48456,48456,positive regulation of T cell mediated cytotoxicity,GO,1916,biological_process
48457,48457,negative regulation of T cell mediated cytotoxicity,GO,1915,biological_process
48494,48494,viral genome replication,GO,19079,biological_process
48497,48497,acute inflammatory response to antigenic stimulus,GO,2438,biological_process
48526,48526,leukocyte homeostasis,GO,1776,biological_process
48532,48532,positive regulation of T cell differentiation,GO,45582,biological_process
48540,48540,membrane disruption in other organism,GO,51673,biological_process
48582,48582,negative regulation of neuroinflammatory response,GO,150079,biological_process
48583,48583,regulation of microglial cell activation,GO,1903978,biological_process
48596,48596,positive regulation of T cell mediated immunity,GO,2711,biological_process
48602,48602,ATP biosynthetic process,GO,6754,biological_process
48604,48604,positive regulation of phagocytosis,GO,50766,biological_process
48617,48617,positive regulation of oxidative stress-induced neuron death,GO,1903223,biological_process
48618,48618,positive regulation of neuron apoptotic process,GO,43525,biological_process
48630,48630,neutrophil activation,GO,42119,biological_process
48632,48632,macrophage activation,GO,42116,biological_process
48638,48638,helper T cell extravasation,GO,35684,biological_process
48639,48639,mitochondrion localization,GO,51646,biological_process
48656,48656,positive regulation of T-helper 1 type immune response,GO,2827,biological_process
48675,48675,proteolysis,GO,6508,biological_process
48680,48680,cellular response to manganese ion,GO,71287,biological_process
48685,48685,negative regulation of inflammatory response to antigenic stimulus,GO,2862,biological_process
48696,48696,positive regulation of fat cell differentiation,GO,45600,biological_process
48697,48697,regulation of brown fat cell differentiation,GO,90335,biological_process
48745,48745,acetaldehyde metabolic process,GO,6117,biological_process
48765,48765,positive regulation of protein deacetylation,GO,90312,biological_process
48787,48787,positive regulation of MAP kinase activity,GO,43406,biological_process
48798,48798,negative regulation of skeletal muscle tissue development,GO,48642,biological_process
48799,48799,negative regulation of angiogenesis,GO,16525,biological_process
48814,48814,regulation of urea metabolic process,GO,34255,biological_process
48826,48826,regulation of ERK1 and ERK2 cascade,GO,70372,biological_process
48838,48838,TRIF-dependent toll-like receptor signaling pathway,GO,35666,biological_process
48849,48849,response to hypoxia,GO,1666,biological_process
48852,48852,cell aging,GO,7569,biological_process
48883,48883,MyD88-independent toll-like receptor signaling pathway,GO,2756,biological_process
48887,48887,T cell extravasation,GO,72683,biological_process
48888,48888,regulation of interferon-gamma-mediated signaling pathway,GO,60334,biological_process
48914,48914,T cell migration,GO,72678,biological_process
48928,48928,regulation of lysosomal lumen pH,GO,35751,biological_process
48944,48944,cytoskeleton organization,GO,7010,biological_process
48958,48958,antimicrobial humoral response,GO,19730,biological_process
49005,49005,protein folding,GO,6457,biological_process
49031,49031,positive regulation of vasoconstriction,GO,45907,biological_process
49032,49032,negative regulation of vasoconstriction,GO,45906,biological_process
49048,49048,leptin-mediated signaling pathway,GO,33210,biological_process
49049,49049,negative regulation of appetite,GO,32099,biological_process
49083,49083,positive regulation of Ras protein signal transduction,GO,46579,biological_process
49087,49087,ceramide metabolic process,GO,6672,biological_process
49099,49099,intrinsic apoptotic signaling pathway in response to oxidative stress,GO,8631,biological_process
49144,49144,negative regulation of smooth muscle cell proliferation,GO,48662,biological_process
49151,49151,response to inactivity,GO,14854,biological_process
49152,49152,response to activity,GO,14823,biological_process
49163,49163,positive regulation of protein K63-linked ubiquitination,GO,1902523,biological_process
49178,49178,positive regulation of glycoprotein biosynthetic process,GO,10560,biological_process
49180,49180,negative regulation of I-kappaB kinase/NF-kappaB signaling,GO,43124,biological_process
49182,49182,positive regulation of leukocyte adhesion to vascular endothelial cell,GO,1904996,biological_process
49195,49195,negative regulation of macrophage differentiation,GO,45650,biological_process
49206,49206,negative regulation of hydrogen peroxide-induced neuron death,GO,1903208,biological_process
49218,49218,killing of cells of other organism,GO,31640,biological_process
49243,49243,regulation of neuroinflammatory response,GO,150077,biological_process
49258,49258,detection of fungus,GO,16046,biological_process
49303,49303,positive regulation of smooth muscle cell proliferation,GO,48661,biological_process
49308,49308,positive regulation of histone acetylation,GO,35066,biological_process
49314,49314,antigen processing and presentation of endogenous peptide antigen via MHC class I,GO,19885,biological_process
49317,49317,positive regulation of glutamate metabolic process,GO,2000213,biological_process
49330,49330,muscle organ development,GO,7517,biological_process
49411,49411,tangential migration from the subventricular zone to the olfactory bulb,GO,22028,biological_process
49418,49418,negative regulation of lipid storage,GO,10888,biological_process
49440,49440,response to amyloid-beta,GO,1904645,biological_process
49441,49441,response to muramyl dipeptide,GO,32495,biological_process
49465,49465,regulation of protein stability,GO,31647,biological_process
49481,49481,motor behavior,GO,61744,biological_process
49485,49485,nucleotide-binding oligomerization domain containing signaling pathway,GO,70423,biological_process
49504,49504,positive regulation of type 2 immune response,GO,2830,biological_process
49506,49506,positive regulation of T-helper 17 type immune response,GO,2000318,biological_process
49509,49509,"positive regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation",GO,32831,biological_process
49516,49516,superoxide metabolic process,GO,6801,biological_process
49524,49524,metanephric tubule morphogenesis,GO,72173,biological_process
49540,49540,cell-matrix adhesion,GO,7160,biological_process
49551,49551,positive regulation of synapse assembly,GO,51965,biological_process
49558,49558,T cell differentiation,GO,30217,biological_process
49568,49568,positive regulation of humoral immune response mediated by circulating immunoglobulin,GO,2925,biological_process
49591,49591,vascular endothelial growth factor receptor signaling pathway,GO,48010,biological_process
49621,49621,negative regulation of cysteine-type endopeptidase activity,GO,2000117,biological_process
49625,49625,adenylate cyclase-activating G protein-coupled receptor signaling pathway,GO,7189,biological_process
49636,49636,negative regulation of protein autophosphorylation,GO,31953,biological_process
49658,49658,sexual reproduction,GO,19953,biological_process
49682,49682,response to tumor necrosis factor,GO,34612,biological_process
49683,49683,response to interferon-gamma,GO,34341,biological_process
49684,49684,response to interleukin-1,GO,70555,biological_process
49687,49687,response to interleukin-18,GO,70673,biological_process
49698,49698,response to interleukin-12,GO,70671,biological_process
49712,49712,phospholipid translocation,GO,45332,biological_process
49718,49718,chemokine-mediated signaling pathway,GO,70098,biological_process
49758,49758,positive regulation of positive chemotaxis,GO,50927,biological_process
49763,49763,regulation of neuroblast proliferation,GO,1902692,biological_process
49771,49771,positive regulation of natural killer cell proliferation,GO,32819,biological_process
49783,49783,regulation of DNA-templated transcription in response to stress,GO,43620,biological_process
49788,49788,toll-like receptor signaling pathway,GO,2224,biological_process
49789,49789,regulation of proteasomal ubiquitin-dependent protein catabolic process,GO,32434,biological_process
49829,49829,positive regulation of smooth muscle cell apoptotic process,GO,34393,biological_process
49839,49839,negative regulation of transforming growth factor beta production,GO,71635,biological_process
49840,49840,regulation of transforming growth factor beta2 production,GO,32909,biological_process
49845,49845,positive regulation of endothelial cell proliferation,GO,1938,biological_process
49849,49849,T cell proliferation,GO,42098,biological_process
49862,49862,negative regulation of transforming growth factor beta2 production,GO,32912,biological_process
49878,49878,axon regeneration,GO,31103,biological_process
49887,49887,Ras protein signal transduction,GO,7265,biological_process
49908,49908,eye photoreceptor cell differentiation,GO,1754,biological_process
49927,49927,positive regulation of anion channel activity,GO,1901529,biological_process
49956,49956,positive regulation of stress-activated MAPK cascade,GO,32874,biological_process
49960,49960,adhesion of symbiont to host,GO,44406,biological_process
49971,49971,B cell proliferation,GO,42100,biological_process
50037,50037,biomineral tissue development,GO,31214,biological_process
50041,50041,enzyme linked receptor protein signaling pathway,GO,7167,biological_process
50049,50049,skeletal muscle cell differentiation,GO,35914,biological_process
50051,50051,positive regulation of interleukin-17 production,GO,32740,biological_process
50068,50068,intrinsic apoptotic signaling pathway in response to osmotic stress,GO,8627,biological_process
50073,50073,neural crest cell migration involved in autonomic nervous system development,GO,1901166,biological_process
50107,50107,response to exogenous dsRNA,GO,43330,biological_process
50140,50140,negative regulation of interleukin-1 production,GO,32692,biological_process
50158,50158,cartilage development,GO,51216,biological_process
50170,50170,leukocyte chemotaxis,GO,30595,biological_process
50203,50203,vasculogenesis,GO,1570,biological_process
50227,50227,positive regulation of metalloendopeptidase activity,GO,1904685,biological_process
50229,50229,negative regulation of cysteine-type endopeptidase activity involved in apoptotic process,GO,43154,biological_process
50232,50232,central nervous system neuron development,GO,21954,biological_process
50237,50237,response to acidic pH,GO,10447,biological_process
50242,50242,fatty acid beta-oxidation,GO,6635,biological_process
50255,50255,leukocyte migration involved in inflammatory response,GO,2523,biological_process
50258,50258,lymphocyte migration,GO,72676,biological_process
50292,50292,insulin receptor signaling pathway,GO,8286,biological_process
50305,50305,odontogenesis,GO,42476,biological_process
50306,50306,positive regulation of GTPase activity,GO,43547,biological_process
50318,50318,regulation of neuron maturation,GO,14041,biological_process
50328,50328,positive regulation of macrophage activation,GO,43032,biological_process
50335,50335,wound healing,GO,42060,biological_process
50341,50341,fucosylation,GO,36065,biological_process
50349,50349,response to yeast,GO,1878,biological_process
50365,50365,negative regulation of mononuclear cell proliferation,GO,32945,biological_process
50366,50366,positive regulation of mononuclear cell proliferation,GO,32946,biological_process
50371,50371,regulation of establishment of endothelial barrier,GO,1903140,biological_process
50381,50381,response to UV-B,GO,10224,biological_process
50420,50420,regulation of bone mineralization,GO,30500,biological_process
50449,50449,L-arginine transport,GO,1902023,biological_process
50454,50454,positive regulation of immature T cell proliferation,GO,33091,biological_process
50476,50476,T cell proliferation involved in immune response,GO,2309,biological_process
50484,50484,positive regulation of protein targeting to membrane,GO,90314,biological_process
50496,50496,heart development,GO,7507,biological_process
50498,50498,hemopoiesis,GO,30097,biological_process
50499,50499,endocytic recycling,GO,32456,biological_process
50506,50506,negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway,GO,1902236,biological_process
50512,50512,negative regulation of lipopolysaccharide-mediated signaling pathway,GO,31665,biological_process
50522,50522,exploration behavior,GO,35640,biological_process
50542,50542,regulation of gene expression by genetic imprinting,GO,6349,biological_process
50547,50547,regulation of receptor signaling pathway via JAK-STAT,GO,46425,biological_process
50549,50549,double-strand break repair via nonhomologous end joining,GO,6303,biological_process
50576,50576,tumor necrosis factor-mediated signaling pathway,GO,33209,biological_process
50606,50606,positive regulation of mitotic nuclear division,GO,45840,biological_process
50615,50615,negative regulation of glucose transmembrane transport,GO,10829,biological_process
50624,50624,fatty acid oxidation,GO,19395,biological_process
50625,50625,heart valve morphogenesis,GO,3179,biological_process
50659,50659,vacuolar acidification,GO,7035,biological_process
50711,50711,O-glycan processing,GO,16266,biological_process
50734,50734,actin polymerization-dependent cell motility,GO,70358,biological_process
50739,50739,activation of MAPK activity,GO,187,biological_process
50757,50757,regulation of response to food,GO,32095,biological_process
50774,50774,positive regulation of glial cell proliferation,GO,60252,biological_process
50798,50798,efferent axon development in a lateral line nerve,GO,48894,biological_process
50817,50817,toll-like receptor 2 signaling pathway,GO,34134,biological_process
50818,50818,MyD88-dependent toll-like receptor signaling pathway,GO,2755,biological_process
50846,50846,smooth muscle adaptation,GO,14805,biological_process
50870,50870,negative regulation of NF-kappaB transcription factor activity,GO,32088,biological_process
50904,50904,positive regulation of bone mineralization,GO,30501,biological_process
50920,50920,protein homooligomerization,GO,51260,biological_process
50958,50958,regulation of CAMKK-AMPK signaling cascade,GO,1905289,biological_process
50960,50960,skeletal system development,GO,1501,biological_process
50963,50963,sphingoid catabolic process,GO,46521,biological_process
50965,50965,positive regulation of type I interferon production,GO,32481,biological_process
50972,50972,sex differentiation,GO,7548,biological_process
51009,51009,positive regulation of phosphatidylinositol 3-kinase activity,GO,43552,biological_process
51025,51025,positive regulation of NK T cell activation,GO,51135,biological_process
51049,51049,negative regulation of excitatory postsynaptic potential,GO,90394,biological_process
51071,51071,regulation of ruffle assembly,GO,1900027,biological_process
51085,51085,excitatory postsynaptic potential,GO,60079,biological_process
51091,51091,Fc-epsilon receptor signaling pathway,GO,38095,biological_process
51115,51115,keratinocyte differentiation,GO,30216,biological_process
51131,51131,regulation of neutrophil chemotaxis,GO,90022,biological_process
51143,51143,regulation of tumor necrosis factor-mediated signaling pathway,GO,10803,biological_process
51155,51155,lymphocyte chemotaxis,GO,48247,biological_process
51160,51160,neuron projection arborization,GO,140058,biological_process
51164,51164,regulation of T cell homeostatic proliferation,GO,46013,biological_process
51209,51209,angiogenesis,GO,1525,biological_process
51245,51245,negative regulation of bone mineralization,GO,30502,biological_process
51279,51279,adaptive immune response,GO,2250,biological_process
51314,51314,lipid localization,GO,10876,biological_process
51327,51327,positive regulation of blood microparticle formation,GO,2000334,biological_process
51338,51338,positive regulation of insulin secretion,GO,32024,biological_process
51359,51359,response to hydrogen peroxide,GO,42542,biological_process
51361,51361,apoptotic process,GO,6915,biological_process
51362,51362,neuron death,GO,70997,biological_process
51387,51387,"positive regulation of synaptic transmission, glutamatergic",GO,51968,biological_process
51389,51389,positive regulation of receptor signaling pathway via STAT,GO,1904894,biological_process
51401,51401,negative regulation of biomineral tissue development,GO,70168,biological_process
51415,51415,protein tetramerization,GO,51262,biological_process
51419,51419,regulation of striated muscle tissue development,GO,16202,biological_process
51424,51424,cell-substrate junction assembly,GO,7044,biological_process
51429,51429,axonal fasciculation,GO,7413,biological_process
51433,51433,ventricular cardiac muscle tissue morphogenesis,GO,55010,biological_process
51449,51449,germ cell development,GO,7281,biological_process
51457,51457,protein export from nucleus,GO,6611,biological_process
51463,51463,response to ionizing radiation,GO,10212,biological_process
51487,51487,negative regulation of cyclin-dependent protein serine/threonine kinase activity,GO,45736,biological_process
51516,51516,thymocyte migration,GO,72679,biological_process
51522,51522,triglyceride metabolic process,GO,6641,biological_process
51532,51532,gamma-delta T cell differentiation,GO,42492,biological_process
51533,51533,receptor-mediated virion attachment to host cell,GO,46813,biological_process
51555,51555,positive regulation of production of miRNAs involved in gene silencing by miRNA,GO,1903800,biological_process
51565,51565,membrane protein intracellular domain proteolysis,GO,31293,biological_process
51566,51566,response to muscle stretch,GO,35994,biological_process
51573,51573,aorta development,GO,35904,biological_process
51598,51598,positive regulation of fibroblast proliferation,GO,48146,biological_process
51599,51599,negative regulation of peroxidase activity,GO,2000469,biological_process
51603,51603,response to morphine,GO,43278,biological_process
51675,51675,regulation of gastric motility,GO,1905333,biological_process
51679,51679,post-translational protein modification,GO,43687,biological_process
51701,51701,response to sucrose,GO,9744,biological_process
51735,51735,protein import into nucleus,GO,6606,biological_process
51770,51770,positive regulation of transcription regulatory region DNA binding,GO,2000679,biological_process
51788,51788,positive regulation of dendritic cell antigen processing and presentation,GO,2606,biological_process
51796,51796,positive regulation of I-kappaB kinase/NF-kappaB signaling,GO,43123,biological_process
51806,51806,hindbrain tangential cell migration,GO,21934,biological_process
51820,51820,glial cell apoptotic process,GO,34349,biological_process
51895,51895,negative regulation of blood vessel endothelial cell migration,GO,43537,biological_process
51896,51896,positive regulation of blood vessel endothelial cell migration,GO,43536,biological_process
51935,51935,negative regulation of glial cell apoptotic process,GO,34351,biological_process
51937,51937,positive regulation of glycolytic process,GO,45821,biological_process
51972,51972,positive regulation of eating behavior,GO,1904000,biological_process
52019,52019,"regulation of retrograde transport, endosome to Golgi",GO,1905279,biological_process
52065,52065,negative regulation of neuron migration,GO,2001223,biological_process
52068,52068,cardiac muscle hypertrophy,GO,3300,biological_process
52094,52094,kidney development,GO,1822,biological_process
52115,52115,osteoclast differentiation,GO,30316,biological_process
52135,52135,detection of bacterium,GO,16045,biological_process
52136,52136,response to symbiotic bacterium,GO,9609,biological_process
52150,52150,bone morphogenesis,GO,60349,biological_process
52155,52155,bone growth,GO,98868,biological_process
52168,52168,regulation of tumor necrosis factor production,GO,32680,biological_process
52182,52182,noradrenergic neuron differentiation,GO,3357,biological_process
52206,52206,positive regulation of fever generation,GO,31622,biological_process
52209,52209,leukocyte cell-cell adhesion,GO,7159,biological_process
52234,52234,carnitine transmembrane transport,GO,1902603,biological_process
52237,52237,maintenance of gastrointestinal epithelium,GO,30277,biological_process
52240,52240,somatic stem cell population maintenance,GO,35019,biological_process
52241,52241,skeletal muscle satellite cell maintenance involved in skeletal muscle regeneration,GO,14834,biological_process
52263,52263,positive regulation of fibroblast migration,GO,10763,biological_process
52268,52268,white fat cell differentiation,GO,50872,biological_process
52304,52304,positive regulation of ERK1 and ERK2 cascade,GO,70374,biological_process
52337,52337,eye photoreceptor cell development,GO,42462,biological_process
52340,52340,positive regulation of viral genome replication,GO,45070,biological_process
52341,52341,regulation of single stranded viral RNA replication via double stranded DNA intermediate,GO,45091,biological_process
52349,52349,natural killer cell activation involved in immune response,GO,2323,biological_process
52353,52353,heart valve development,GO,3170,biological_process
52358,52358,regulation of kidney size,GO,35564,biological_process
52427,52427,myotube cell development,GO,14904,biological_process
52438,52438,DNA biosynthetic process,GO,71897,biological_process
52532,52532,retinoic acid receptor signaling pathway,GO,48384,biological_process
52555,52555,adipose tissue development,GO,60612,biological_process
52564,52564,"G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger",GO,7187,biological_process
52574,52574,learning or memory,GO,7611,biological_process
52646,52646,astrocyte development,GO,14002,biological_process
52649,52649,positive regulation of prostaglandin biosynthetic process,GO,31394,biological_process
52659,52659,positive regulation of peptidyl-serine phosphorylation,GO,33138,biological_process
52695,52695,autonomic nervous system development,GO,48483,biological_process
52699,52699,visual perception,GO,7601,biological_process
52705,52705,death-inducing signaling complex assembly,GO,71550,biological_process
52712,52712,chondrocyte differentiation,GO,2062,biological_process
52735,52735,response to amphetamine,GO,1975,biological_process
52739,52739,positive regulation of Notch signaling pathway,GO,45747,biological_process
52751,52751,transforming growth factor beta receptor signaling pathway involved in heart development,GO,1905313,biological_process
52771,52771,astrocyte differentiation,GO,48708,biological_process
52812,52812,negative regulation of MAP kinase activity,GO,43407,biological_process
52839,52839,B cell homeostasis,GO,1782,biological_process
52843,52843,mesoderm formation,GO,1707,biological_process
52854,52854,respiratory system development,GO,60541,biological_process
52893,52893,positive regulation of apoptotic cell clearance,GO,2000427,biological_process
52926,52926,negative regulation of cytosolic calcium ion concentration,GO,51481,biological_process
52932,52932,ventricular septum development,GO,3281,biological_process
52947,52947,embryonic digestive tract development,GO,48566,biological_process
52948,52948,stem cell proliferation,GO,72089,biological_process
53042,53042,positive regulation of T cell differentiation in thymus,GO,33089,biological_process
53047,53047,negative regulation of interleukin-17 production,GO,32700,biological_process
53053,53053,response to X-ray,GO,10165,biological_process
